mmsi,nav_status,rot,sog,latitude,longitude,cog,true_heading,imo,ship_name,call_sign,ship_type,draught,destination,dimbow,dimstern,dimport,dimstarboard,eta,beam,length,rec_time,source,country,flag_name
101010101,Under way,0.14,13.68,-23.52403273733913,-53.332781414422456,358.75,359.73,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 02:45:00,Synthetic,Italy,ITA
101010101,Under way,-0.1,13.86,-23.510780960602712,-53.32324301214414,356.43,356.25,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 03:00:00,Synthetic,Italy,ITA
101010101,Under way,-30.0,14.37,-23.49752860311383,-53.31370652918968,358.97,357.7,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 03:15:00,Synthetic,Italy,ITA
101010101,Under way,-30.0,14.09,-23.48427566535642,-53.30417196404377,1.95,5.86,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 03:30:00,Synthetic,Italy,ITA
101010101,Under way,2.03,13.83,-23.471022147814097,-53.29463931519188,2.69,3.05,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 03:45:00,Synthetic,Italy,ITA
101010101,Under way,0.78,14.12,-23.45776805097018,-53.28510858112026,6.19,6.42,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 04:00:00,Synthetic,Italy,ITA
101010101,Under way,-2.43,14.71,-23.444513375307714,-53.275579760315935,3.98,5.84,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 04:15:00,Synthetic,Italy,ITA
101010101,Under way,-0.63,14.15,-23.43125812130943,-53.26605285126667,2.43,6.53,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 04:30:00,Synthetic,Italy,ITA
101010101,Under way,-1.25,14.05,-23.41800228945775,-53.25652785246103,2.56,359.74,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 04:45:00,Synthetic,Italy,ITA
101010101,Under way,0.17,14.25,-23.40474588023484,-53.24700476238837,1.52,0.14,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 05:00:00,Synthetic,Italy,ITA
101010101,Under way,0.5,14.18,-23.39148889412252,-53.23748357953875,3.77,1.95,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 05:15:00,Synthetic,Italy,ITA
101010101,Under way,-0.71,14.31,-23.378231331602358,-53.227964302403045,2.07,1.96,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 05:30:00,Synthetic,Italy,ITA
101010101,Under way,1.65,14.35,-23.3649731931556,-53.218446929472925,2.75,2.73,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 05:45:00,Synthetic,Italy,ITA
101010101,Under way,2.01,14.26,-23.351714479263197,-53.20893145924075,5.39,2.61,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 06:00:00,Synthetic,Italy,ITA
101010101,Under way,-0.91,14.33,-23.33845519040583,-53.19941789019972,5.25,2.95,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 06:15:00,Synthetic,Italy,ITA
101010101,Under way,-1.77,14.42,-23.32519532706386,-53.18990622084376,1.63,359.62,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 06:30:00,Synthetic,Italy,ITA
101010101,Under way,-1.14,14.26,-23.311934889717364,-53.18039644966758,1.64,1.14,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 06:45:00,Synthetic,Italy,ITA
101010101,Under way,30.0,14.42,-23.298673878846127,-53.17088857516665,0.22,359.86,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 07:00:00,Synthetic,Italy,ITA
101010101,Under way,30.0,13.9,-23.285412294929632,-53.1613825958372,359.82,2.77,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 07:15:00,Synthetic,Italy,ITA
101010101,Under way,-30.0,14.44,-23.27215013844708,-53.15187851017624,359.46,357.61,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 07:30:00,Synthetic,Italy,ITA
101010101,Under way,-30.0,14.31,-23.258887409877374,-53.14237631668151,1.04,358.17,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 07:45:00,Synthetic,Italy,ITA
101010101,Under way,30.0,14.33,-23.24562410969912,-53.13287601385154,0.67,1.31,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 08:00:00,Synthetic,Italy,ITA
101010101,Under way,30.0,13.79,-23.232360238390644,-53.12337760018564,360.0,358.74,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 08:15:00,Synthetic,Italy,ITA
101010101,Under way,-0.98,14.19,-23.219095796429965,-53.11388107418383,356.63,359.06,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 08:30:00,Synthetic,Italy,ITA
101010101,Under way,-30.0,13.86,-23.20583078429481,-53.104386434346935,358.87,356.66,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 08:45:00,Synthetic,Italy,ITA
101010101,Under way,-30.0,14.09,-23.19256520246265,-53.09489367917652,0.68,4.58,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 09:00:00,Synthetic,Italy,ITA
101010101,Under way,0.37,14.55,-23.17929905141059,-53.08540280717493,0.71,358.81,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 09:15:00,Synthetic,Italy,ITA
101010101,Under way,0.43,14.03,-23.16603233161554,-53.07591381684523,1.24,0.33,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 09:30:00,Synthetic,Italy,ITA
101010101,Under way,-0.02,13.78,-23.152765043554037,-53.06642670669128,0.77,3.2,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 09:45:00,Synthetic,Italy,ITA
101010101,Under way,0.23,14.21,-23.13949718770238,-53.05694147521767,1.26,1.33,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 10:00:00,Synthetic,Italy,ITA
101010101,Under way,-0.77,14.28,-23.12622876453654,-53.04745812092981,1.5,1.56,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 10:15:00,Synthetic,Italy,ITA
101010101,Under way,0.59,14.02,-23.11295977453223,-53.03797664233375,1.29,0.54,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 10:30:00,Synthetic,Italy,ITA
101010101,Under way,1.16,14.04,-23.099690218164856,-53.02849703793641,3.64,3.33,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 10:45:00,Synthetic,Italy,ITA
101010101,Under way,-0.71,14.12,-23.086420095909546,-53.01901930624541,3.22,6.22,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 11:00:00,Synthetic,Italy,ITA
101010101,Under way,-1.64,13.59,-23.073149408241125,-53.00954344576913,1.57,0.88,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 11:15:00,Synthetic,Italy,ITA
101010101,Under way,30.0,14.16,-23.05987815563414,-53.00006945501673,0.14,5.13,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 11:30:00,Synthetic,Italy,ITA
101010101,Under way,30.0,13.97,-23.04660633856285,-52.99059733249808,358.35,358.44,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 11:45:00,Synthetic,Italy,ITA
101010101,Under way,-30.0,14.28,-23.033333957501217,-52.98112707672384,359.94,357.66,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 12:00:00,Synthetic,Italy,ITA
101010101,Under way,-30.0,13.89,-23.02006101292292,-52.971658686205394,1.7,3.14,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 12:15:00,Synthetic,Italy,ITA
101010101,Under way,1.81,14.55,-23.00678750530136,-52.96219215945491,4.23,3.11,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 12:30:00,Synthetic,Italy,ITA
101010101,Under way,0.31,14.06,-22.993513435109644,-52.95272749498528,5.23,5.72,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 12:45:00,Synthetic,Italy,ITA
101010101,Under way,-2.3,14.48,-22.980238802820583,-52.94326469131014,4.53,5.62,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 13:00:00,Synthetic,Italy,ITA
101010101,Under way,-1.66,14.42,-22.96696360890671,-52.93380374694392,1.02,2.92,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 13:15:00,Synthetic,Italy,ITA
101010101,Under way,30.0,14.17,-22.95368785384027,-52.924344660401765,0.79,3.18,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 13:30:00,Synthetic,Italy,ITA
101010101,Under way,30.0,14.38,-22.940411538093237,-52.91488743019956,359.5,1.19,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 13:45:00,Synthetic,Italy,ITA
101010101,Under way,1.02,14.53,-22.927134662137263,-52.90543205485395,357.8,357.39,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 14:00:00,Synthetic,Italy,ITA
101010101,Under way,-30.0,14.16,-22.91385722644375,-52.89597853288234,359.9,359.8,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 14:15:00,Synthetic,Italy,ITA
101010101,Under way,-30.0,15.0,-22.900579231483803,-52.88652686280288,3.53,7.18,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 14:30:00,Synthetic,Italy,ITA
101010101,Under way,-1.45,14.37,-22.88730067772824,-52.87707704313444,0.12,355.91,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 14:45:00,Synthetic,Italy,ITA
101010101,Under way,0.27,14.11,-22.87402156564758,-52.86762907239666,0.19,355.14,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 15:00:00,Synthetic,Italy,ITA
101010101,Under way,0.87,14.49,-22.8607418957121,-52.85818294910992,0.3,359.91,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 15:15:00,Synthetic,Italy,ITA
101010101,Under way,3.75,14.21,-22.847461668391748,-52.84873867179535,1.75,4.64,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 15:30:00,Synthetic,Italy,ITA
101010101,Under way,3.58,13.74,-22.83418088415621,-52.83929623897478,6.02,4.93,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 15:45:00,Synthetic,Italy,ITA
101010101,Under way,1.03,14.32,-22.820899543474884,-52.82985564917085,8.67,9.9,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 16:00:00,Synthetic,Italy,ITA
101010101,Under way,1.41,14.42,-22.807617646816897,-52.82041690090691,7.09,6.28,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 16:15:00,Synthetic,Italy,ITA
101010101,Under way,2.04,14.14,-22.79433519465107,-52.81097999270706,9.58,11.71,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 16:30:00,Synthetic,Italy,ITA
101010101,Under way,0.43,13.93,-22.78105218744595,-52.8015449230961,11.75,11.31,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 16:45:00,Synthetic,Italy,ITA
101010101,Under way,-2.08,14.29,-22.76776862566982,-52.79211169059965,10.6,11.35,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 17:00:00,Synthetic,Italy,ITA
101010101,Under way,-1.15,14.38,-22.75448450979065,-52.78268029374397,7.51,7.36,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 17:15:00,Synthetic,Italy,ITA
101010101,Under way,-0.0,14.2,-22.741199840276163,-52.77325073105617,6.77,9.48,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 17:30:00,Synthetic,Italy,ITA
101010101,Under way,0.76,13.86,-22.727914617593765,-52.763823001064,9.29,9.9,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 17:45:00,Synthetic,Italy,ITA
101010101,Under way,0.27,14.01,-22.714628842210608,-52.75439710229602,7.67,8.24,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 18:00:00,Synthetic,Italy,ITA
101010101,Under way,0.31,14.11,-22.701342514593552,-52.74497303328148,10.26,11.48,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 18:15:00,Synthetic,Italy,ITA
101010101,Under way,-0.45,14.37,-22.688055635209167,-52.7355507925504,10.29,7.23,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 18:30:00,Synthetic,Italy,ITA
101010101,Under way,-1.41,14.45,-22.67476820452377,-52.726130378633485,10.86,7.79,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 18:45:00,Synthetic,Italy,ITA
101010101,Under way,-0.25,13.95,-22.66148022300337,-52.71671179006227,7.48,6.62,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 19:00:00,Synthetic,Italy,ITA
101010101,Under way,1.68,14.48,-22.648191691113706,-52.70729502536892,10.92,10.59,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 19:15:00,Synthetic,Italy,ITA
101010101,Under way,1.99,14.22,-22.63490260932025,-52.69788008308641,10.58,8.94,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 19:30:00,Synthetic,Italy,ITA
101010101,Under way,3.05,14.68,-22.62161297808817,-52.68846696174839,13.57,14.7,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 19:45:00,Synthetic,Italy,ITA
101010101,Under way,1.48,13.66,-22.60832279788238,-52.6790556598893,15.72,16.53,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 20:00:00,Synthetic,Italy,ITA
101010101,Under way,-1.19,13.79,-22.59503206916749,-52.669646176044296,14.97,18.83,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 20:15:00,Synthetic,Italy,ITA
101010101,Under way,-0.93,14.11,-22.581740792407864,-52.66023850874921,13.77,14.74,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 20:30:00,Synthetic,Italy,ITA
101010101,Under way,-1.58,13.63,-22.568448968067557,-52.6508326565407,13.13,12.89,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 20:45:00,Synthetic,Italy,ITA
101010101,Under way,0.21,13.56,-22.555156596610367,-52.64142861795607,13.38,14.9,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 21:00:00,Synthetic,Italy,ITA
101010101,Under way,-1.4,13.56,-22.541863678499794,-52.63202639153342,13.64,16.1,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 21:15:00,Synthetic,Italy,ITA
101010101,Under way,-1.17,14.58,-22.52857021419909,-52.62262597581152,9.99,11.94,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 21:30:00,Synthetic,Italy,ITA
101010101,Under way,1.45,14.07,-22.5152762041712,-52.61322736932993,10.92,10.43,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 21:45:00,Synthetic,Italy,ITA
101010101,Under way,1.99,14.27,-22.50198164887881,-52.60383057062887,14.4,15.9,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 22:00:00,Synthetic,Italy,ITA
101010101,Under way,-0.42,13.88,-22.488686548784333,-52.59443557824936,15.45,13.41,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 22:15:00,Synthetic,Italy,ITA
101010101,Under way,-3.04,14.36,-22.47539090434988,-52.58504239073312,13.08,11.03,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 22:30:00,Synthetic,Italy,ITA
101010101,Under way,-2.89,14.4,-22.46209471603732,-52.575651006622536,9.13,5.36,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 22:45:00,Synthetic,Italy,ITA
101010101,Under way,-0.08,14.4,-22.448797984308214,-52.566261424460805,8.33,5.08,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 23:00:00,Synthetic,Italy,ITA
101010101,Under way,-0.62,14.51,-22.43550070962389,-52.55687364279182,7.7,9.37,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 23:15:00,Synthetic,Italy,ITA
101010101,Under way,-1.22,14.04,-22.422202892445355,-52.54748766016019,6.33,7.21,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 23:30:00,Synthetic,Italy,ITA
101010101,Under way,-1.74,14.63,-22.40890453323337,-52.53810347511126,4.55,6.07,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-01 23:45:00,Synthetic,Italy,ITA
101010101,Under way,-1.21,14.43,-22.3956056324484,-52.52872108619108,1.93,359.18,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-02 00:00:00,Synthetic,Italy,ITA
101010101,Under way,0.59,14.0,-22.382306190550665,-52.51934049194644,3.74,0.9,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-02 00:15:00,Synthetic,Italy,ITA
101010101,Under way,0.28,14.38,-22.36900620800009,-52.50996169092485,2.94,359.84,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-02 00:30:00,Synthetic,Italy,ITA
101010101,Under way,1.43,14.5,-22.35570568525633,-52.50058468167452,3.69,5.23,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-02 00:45:00,Synthetic,Italy,ITA
101010101,Under way,0.3,14.38,-22.342404622778773,-52.49120946274442,4.42,3.75,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-02 01:00:00,Synthetic,Italy,ITA
101010101,Under way,-0.02,14.76,-22.329103021026512,-52.48183603268422,4.64,4.76,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-02 01:15:00,Synthetic,Italy,ITA
101010101,Under way,-1.77,14.43,-22.3158008804584,-52.47246439004431,3.93,2.98,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-02 01:30:00,Synthetic,Italy,ITA
101010101,Under way,-0.65,14.33,-22.302498201533,-52.463094533375774,1.83,358.75,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-02 01:45:00,Synthetic,Italy,ITA
101010101,Under way,1.06,14.45,-22.2891949847086,-52.45372646123047,1.46,4.37,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-02 02:00:00,Synthetic,Italy,ITA
101010101,Under way,30.0,14.0,-22.275891230443214,-52.44436017216093,3.9,4.31,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-02 02:15:00,Synthetic,Italy,ITA
101010101,Under way,-1.47,14.73,-22.262586939194613,-52.43499566472041,359.63,1.18,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-02 02:30:00,Synthetic,Italy,ITA
101010101,Under way,-30.0,14.14,-22.249282111420253,-52.42563293746291,2.29,359.66,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-02 02:45:00,Synthetic,Italy,ITA
101010101,Under way,30.0,14.22,-22.235976747577343,-52.416271988943095,0.88,1.78,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-02 03:00:00,Synthetic,Italy,ITA
101010101,Under way,30.0,13.93,-22.222670848122828,-52.4069128177164,357.58,357.98,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-02 03:15:00,Synthetic,Italy,ITA
101010101,Under way,-2.29,13.85,-22.20936441351336,-52.39755542233896,355.48,355.92,9000101,Victoria,VIC10,Passenger,8.5,Barcelona,19,210,24,23,2025-01-09 00:00:00,39,250,2025-01-02 03:30:00,Synthetic,Italy,ITA
